School_Year,Busbreakdown_ID,Run_Type,Bus_No,Route_Number,Reason,Schools_Serviced,Occurred_On,Created_On,Boro,Bus_Company_Name,How_Long_Delayed,Number_Of_Students_On_The_Bus,Has_Contractor_Notified_Schools,Has_Contractor_Notified_Parents,Have_You_Alerted_OPT,Informed_On,Incident_Number,Last_Updated_On,Breakdown_or_Running_Late,School_Age_or_PreK
2015-2016,1227672,Special Ed AM Run,8936D,P305,Flat Tire,27874,11/6/15 6:32,11/6/15 6:36,Queens,LOGAN BUS COMPANY INC.,,0,Yes,Yes,No,11/6/15 6:36,,11/6/15 8:11,Breakdown,School-Age
2015-2016,1227673,Special Ed AM Run,1500,M167,Heavy Traffic,06153,11/6/15 6:36,11/6/15 6:36,Manhattan,LEESEL TRANSP CORP (B2192,30,3,Yes,Yes,No,11/6/15 6:36,,11/6/15 6:36,Running Late,School-Age
2015-2016,1227674,Special Ed AM Run,85,M178,Heavy Traffic,02035,11/6/15 6:31,11/6/15 6:37,Manhattan,CAREFUL BUS,30min,2,Yes,Yes,No,11/6/15 6:37,,11/6/15 6:37,Running Late,School-Age
2015-2016,1227675,Special Ed AM Run,14100,M179,Heavy Traffic,06322,11/6/15 6:37,11/6/15 6:37,Manhattan,LEESEL TRANSP CORP (B2192,30,1,Yes,Yes,No,11/6/15 6:37,,11/6/15 6:37,Running Late,School-Age
2015-2016,1227676,Special Ed AM Run,8013,M497,Heavy Traffic,03279,11/6/15 6:20,11/6/15 6:38,Manhattan,LEESEL TRANSP CORP (B2192,30,1,Yes,Yes,Yes,11/6/15 6:38,,11/6/15 6:38,Running Late,School-Age
2015-2016,1227677,Special Ed AM Run,11267,X417,Heavy Traffic,12486,11/6/15 6:25,11/6/15 6:39,Bronx,PRIDE TRANSPORTATION (SCH,45 Minutes,0,Yes,Yes,Yes,11/6/15 6:39,,11/6/15 6:39,Running Late,School-Age
2015-2016,1227678,Special Ed AM Run,1427,M185,Heavy Traffic,01400,11/6/15 6:38,11/6/15 6:39,Manhattan,LEESEL TRANSP CORP (B2192,20,2,Yes,Yes,No,11/6/15 6:39,,11/6/15 6:39,Running Late,School-Age
2015-2016,1227679,Special Ed AM Run,2008,L541,Heavy Traffic,13265,11/6/15 6:37,11/6/15 6:40,Brooklyn,"RELIANT TRANS, INC. (B232",20,1,Yes,No,No,11/6/15 6:40,,11/6/15 6:40,Running Late,School-Age
2015-2016,1227680,Special Ed AM Run,1472,M196,Heavy Traffic,02006,11/6/15 6:40,11/6/15 6:40,Manhattan,LEESEL TRANSP CORP (B2192,30,3,Yes,Yes,No,11/6/15 6:40,,11/6/15 6:40,Running Late,School-Age
2015-2016,1227681,Special Ed AM Run,2019,K294,Other,16308,11/6/15 6:30,11/6/15 6:40,Brooklyn,EMPIRE CHARTER SERVICE IN,20-30 min,2,Yes,Yes,No,11/6/15 6:40,,11/6/15 6:40,Running Late,School-Age
2015-2016,1227682,Special Ed AM Run,2301,R536,Heavy Traffic,31435,11/6/15 6:40,11/6/15 6:41,Staten Island,"RELIANT TRANS, INC. (B232",,0,Yes,Yes,Yes,11/6/15 6:41,,11/6/15 6:41,Running Late,School-Age
2015-2016,1227683,Special Ed AM Run,1424,M197,Heavy Traffic,02006,11/6/15 6:40,11/6/15 6:41,Manhattan,LEESEL TRANSP CORP (B2192,20,1,Yes,Yes,No,11/6/15 6:41,,11/6/15 6:41,Running Late,School-Age
2015-2016,1227684,Special Ed AM Run,594D,X890,Heavy Traffic,11153,11/6/15 6:37,11/6/15 6:41,Bronx,LITTLE LISA BUS CO. INC.,20 mins.,0,Yes,Yes,No,11/6/15 6:41,,11/6/15 8:13,Running Late,School-Age
2015-2016,1227685,Special Ed AM Run,6004,X051,Heavy Traffic,07475,11/6/15 6:28,11/6/15 6:42,Bronx,PIONEER TRANSPORTATION CO,15 minutes,0,Yes,No,No,11/6/15 6:42,,11/6/15 6:42,Running Late,School-Age
2015-2016,1227687,Special Ed AM Run,1403,M367,Heavy Traffic,02533,11/6/15 6:42,11/6/15 6:42,Manhattan,LEESEL TRANSP CORP (B2192,15,1,Yes,Yes,No,11/6/15 6:42,,11/6/15 6:42,Running Late,School-Age
2015-2016,1227688,Special Ed AM Run,1403,M367,Heavy Traffic,02533,11/6/15 6:43,11/6/15 6:43,Manhattan,LEESEL TRANSP CORP (B2192,15,2,Yes,Yes,No,11/6/15 6:43,,11/6/15 6:43,Running Late,School-Age
2015-2016,1214953,Pre-K/EI,GV0365,3,Heavy Traffic,C579,9/16/15 7:57,9/16/15 7:58,Bronx,"G.V.C., LTD.",10MIN,4,Yes,Yes,No,9/16/15 7:58,,9/16/15 7:58,Running Late,Pre-K
2015-2016,1215730,Special Ed AM Run,5628D,Q363,Heavy Traffic,26177,9/18/15 7:50,9/18/15 7:04,Queens,LORINDA ENT. LTD.,45MINS,0,Yes,Yes,No,9/18/15 7:04,,9/18/15 7:04,Running Late,School-Age
2015-2016,1227689,Special Ed AM Run,NI1504,K238,Won`t Start,21239,11/6/15 6:30,11/6/15 6:44,Brooklyn,"NEW DAWN TRANSIT, LLC (B2",15,0,Yes,Yes,No,11/6/15 6:44,,11/6/15 6:44,Running Late,School-Age
2015-2016,1227690,Special Ed AM Run,1386,M486,Heavy Traffic,02419,11/6/15 6:44,11/6/15 6:44,Manhattan,LEESEL TRANSP CORP (B2192,20,2,Yes,Yes,No,11/6/15 6:44,,11/6/15 6:44,Running Late,School-Age
2015-2016,1227691,Special Ed AM Run,1354,M521,Heavy Traffic,02566,11/6/15 6:44,11/6/15 6:45,Manhattan,LEESEL TRANSP CORP (B2192,1354,2,Yes,Yes,No,11/6/15 6:45,,11/6/15 6:45,Running Late,School-Age
2015-2016,1227692,Special Ed AM Run,1388,M525,Heavy Traffic,02011,11/6/15 6:45,11/6/15 6:45,Manhattan,LEESEL TRANSP CORP (B2192,1388,2,Yes,Yes,No,11/6/15 6:45,,11/6/15 6:45,Running Late,School-Age
2015-2016,1227693,Special Ed AM Run,1470,M542,Heavy Traffic,02533,11/6/15 6:46,11/6/15 6:46,Manhattan,LEESEL TRANSP CORP (B2192,20,3,Yes,Yes,No,11/6/15 6:46,,11/6/15 6:46,Running Late,School-Age
2015-2016,1227694,Special Ed AM Run,21288,X429,Heavy Traffic,08152,11/6/15 6:30,11/6/15 6:46,Bronx,PRIDE TRANSPORTATION (SCH,30 Minutes,0,Yes,Yes,Yes,11/6/15 6:46,,11/6/15 6:46,Running Late,School-Age
2015-2016,1227699,General Ed AM Run,2407,K1518,Other,15029,11/6/15 6:39,11/6/15 6:48,Brooklyn,ALL AMERICAN SCHOOL BUS C,,0,Yes,No,No,11/6/15 6:48,,11/6/15 7:26,Breakdown,School-Age
2015-2016,1227700,Special Ed AM Run,2113,K077,Other,14380,11/6/15 6:40,11/6/15 6:49,Brooklyn,"NEW DAWN TRANSIT, LLC (B2",15,3,Yes,Yes,No,11/6/15 6:49,,11/6/15 6:49,Running Late,School-Age
2015-2016,1227701,Pre-K/EI,0047,18 AM,Flat Tire,C074,11/6/15 6:30,11/6/15 6:49,Brooklyn,PENNY TRANSPORTATION,35 Minutes,0,Yes,Yes,No,11/6/15 6:49,,11/6/15 6:49,Running Late,Pre-K
2015-2016,1227705,Pre-K/EI,0047,18 AM,Flat Tire,C249,11/6/15 6:30,11/6/15 6:50,Brooklyn,PENNY TRANSPORTATION,35 Minutes,0,Yes,Yes,No,11/6/15 6:50,,11/6/15 6:50,Running Late,Pre-K
2015-2016,1227706,Special Ed AM Run,1436,M744,Heavy Traffic,04671,11/6/15 6:50,11/6/15 6:50,Manhattan,LEESEL TRANSP CORP (B2192,30,1,Yes,Yes,No,11/6/15 6:50,,11/6/15 6:50,Running Late,School-Age
2015-2016,1227710,Special Ed AM Run,1389,M786,Heavy Traffic,03481,11/6/15 6:51,11/6/15 6:53,Manhattan,LEESEL TRANSP CORP (B2192,15,1,Yes,Yes,No,11/6/15 6:53,,11/6/15 6:53,Running Late,School-Age
2015-2016,1227711,Special Ed AM Run,1603,M879,Heavy Traffic,03475,11/6/15 6:53,11/6/15 6:54,Manhattan,LEESEL TRANSP CORP (B2192,1603,2,Yes,Yes,No,11/6/15 6:54,,11/6/15 6:54,Running Late,School-Age
2015-2016,1227712,Special Ed AM Run,1138,X090,Other,07644,11/6/15 6:50,11/6/15 6:54,Bronx,PIONEER TRANSPORTATION CO,15 minutes,1,Yes,No,No,11/6/15 6:54,,11/6/15 6:54,Running Late,School-Age
2015-2016,1227713,General Ed AM Run,608,R1152,Heavy Traffic,31013,11/6/15 6:51,11/6/15 6:54,Staten Island,PIONEER TRANSPORTATION CO,20-30MINS,0,Yes,No,No,11/6/15 6:54,,11/6/15 6:54,Running Late,School-Age
2015-2016,1227714,Special Ed AM Run,1458,M941,Heavy Traffic,05030,11/6/15 6:54,11/6/15 6:54,Manhattan,LEESEL TRANSP CORP (B2192,30,2,Yes,Yes,No,11/6/15 6:54,,11/6/15 6:54,Running Late,School-Age
2015-2016,1227715,General Ed AM Run,3389,X2147,Other,11068,11/6/15 6:50,11/6/15 6:55,Bronx,"GRANDPA`S BUS CO., INC.",,0,Yes,Yes,No,11/6/15 6:55,,11/6/15 7:21,Breakdown,School-Age
2017-2018,1422046,Pre-K/EI,2626,J47#5,Heavy Traffic,S047,3/19/18 6:53,3/19/18 6:54,Bronx,SELBY TRANSPORTATION,61-90 Min,7,Yes,No,No,3/19/18 6:54,,1/1/00 0:00,Running Late,Pre-K
2017-2018,1422048,Special Ed AM Run,60,M389,Heavy Traffic,"2,312,023,580,246,500,000",3/19/18 6:53,3/19/18 6:54,Manhattan,CAREFUL BUS,16-30 Min,5,Yes,Yes,No,3/19/18 6:54,,1/1/00 0:00,Running Late,School-Age
2015-2016,1226326,Pre-K/EI,0003,3:00 AM,Other,C494,10/30/15 6:30,10/30/15 6:57,Brooklyn,L & M BUS CORP.,35 Minutes,0,Yes,Yes,No,10/30/15 6:57,,10/30/15 6:57,Running Late,Pre-K
2015-2016,1226703,Special Ed AM Run,NI-4490,K103,Other,17161,11/2/15 7:18,11/2/15 7:20,Brooklyn,"NEW DAWN TRANSIT, LLC (B2",30 mins,7,Yes,Yes,No,11/2/15 7:20,,11/2/15 7:21,Running Late,School-Age
2015-2016,1227716,Special Ed AM Run,1445,M944,Heavy Traffic,03856,11/6/15 6:55,11/6/15 6:55,Manhattan,LEESEL TRANSP CORP (B2192,30,10,Yes,Yes,No,11/6/15 6:55,,11/6/15 6:55,Running Late,School-Age
2015-2016,1227717,Special Ed AM Run,1448,M945,Heavy Traffic,02806,11/6/15 6:56,11/6/15 6:56,Manhattan,LEESEL TRANSP CORP (B2192),30,1,Yes,Yes,No,11/6/15 6:56,,11/6/15 6:57,Running Late,School-Age
2015-2016,1227718,Special Ed AM Run,1120,L519,Heavy Traffic,17862,11/6/15 6:51,11/6/15 6:57,Queens,"RELIANT TRANS, INC. (B232",,0,Yes,Yes,Yes,11/6/15 6:57,,11/6/15 6:57,Running Late,School-Age
2015-2016,1227721,Special Ed AM Run,1332,M946,Heavy Traffic,02104,11/6/15 6:57,11/6/15 6:57,Manhattan,LEESEL TRANSP CORP (B2192,20,3,Yes,Yes,No,11/6/15 6:57,,11/6/15 6:57,Running Late,School-Age
2015-2016,1227722,General Ed AM Run,3354,X2049,Won`t Start,11108,11/6/15 6:51,11/6/15 6:57,Bronx,"GRANDPA`S BUS CO., INC.",,0,Yes,Yes,No,11/6/15 6:57,,11/6/15 7:10,Breakdown,School-Age
2015-2016,1227723,Special Ed AM Run,1492,M966,Heavy Traffic,02347,11/6/15 6:58,11/6/15 6:58,Manhattan,LEESEL TRANSP CORP (B2192,20,3,Yes,Yes,No,11/6/15 6:58,,11/6/15 6:58,Running Late,School-Age
2015-2016,1227724,Special Ed AM Run,818D,Q676,Heavy Traffic,29033,11/6/15 6:51,11/6/15 6:58,Queens,LITTLE RICHIE BUS SERVICE,40MIIN,0,Yes,Yes,No,11/6/15 6:58,,11/6/15 6:58,Running Late,School-Age
2015-2016,1227725,Special Ed AM Run,1450,M967,Heavy Traffic,02347,11/6/15 6:58,11/6/15 6:58,Manhattan,LEESEL TRANSP CORP (B2192,20,3,Yes,Yes,No,11/6/15 6:58,,11/6/15 6:58,Running Late,School-Age
2015-2016,1227726,Special Ed AM Run,2118,X070,Flat Tire,07155,11/6/15 6:58,11/6/15 6:59,Bronx,PIONEER TRANSPORTATION CO,15minutes,0,Yes,No,No,11/6/15 6:59,,11/6/15 6:59,Running Late,School-Age
2015-2016,1227727,General Ed AM Run,2407,K1519,Other,15404,11/6/15 6:50,11/6/15 6:59,Brooklyn,ALL AMERICAN SCHOOL BUS C,30,0,Yes,No,No,11/6/15 6:59,,11/6/15 7:41,Running Late,School-Age
2015-2016,1227728,Special Ed AM Run,1449,M985,Heavy Traffic,03075,11/6/15 6:59,11/6/15 6:59,Manhattan,LEESEL TRANSP CORP (B2192,20,3,Yes,Yes,No,11/6/15 6:59,,11/6/15 6:59,Running Late,School-Age
2015-2016,1227729,Special Ed AM Run,1425,M990,Heavy Traffic,02035,11/6/15 6:59,11/6/15 7:00,Manhattan,LEESEL TRANSP CORP (B2192,1425,2,Yes,Yes,No,11/6/15 7:00,,11/6/15 7:00,Running Late,School-Age
2015-2016,1227733,Special Ed AM Run,12533,P548,Heavy Traffic,24058,11/6/15 6:45,11/6/15 7:01,,ACME BUS CORP. (B2321),15 min,0,Yes,Yes,Yes,11/6/15 7:01,,11/6/15 7:01,Running Late,School-Age
2015-2016,1227736,Special Ed AM Run,2683,L607,Heavy Traffic,20685,11/6/15 7:01,11/6/15 7:03,Queens,"RELIANT TRANS, INC. (B232",,1,Yes,Yes,Yes,11/6/15 7:03,,11/6/15 7:03,Running Late,School-Age
2015-2016,1227739,Special Ed AM Run,4538,X756,Other,11742,11/6/15 7:03,11/6/15 7:05,Bronx,"RELIANT TRANS, INC. (B232",15,0,Yes,Yes,Yes,11/6/15 7:05,,11/6/15 7:05,Running Late,School-Age
2015-2016,1227740,Special Ed AM Run,43236,K832,Other,23396,11/6/15 6:50,11/6/15 7:05,Brooklyn,"BORO TRANSIT, INC.",30 min,0,Yes,Yes,No,11/6/15 7:05,,11/6/15 7:05,Running Late,School-Age
2015-2016,1227741,Special Ed AM Run,1316,P649,Won`t Start,30010,11/6/15 6:45,11/6/15 7:06,,ACME BUS CORP. (B2321),45Min,2,Yes,Yes,Yes,11/6/15 7:06,,11/6/15 7:06,Running Late,School-Age
2017-2018,1364717,Special Ed PM Run,4542,L365,Heavy Traffic,"1,608,116,360",9/1/17 17:38,9/1/17 17:40,,"RELIANT TRANS, INC. (B2321)",46-60 Min,2,Yes,Yes,Yes,9/1/17 17:40,,1/1/00 0:00,Running Late,School-Age
2015-2016,1214978,Pre-K/EI,GV0514,5,Heavy Traffic,C579,9/16/15 8:01,9/16/15 8:01,Bronx,"G.V.C., LTD.",10MIN,3,Yes,Yes,No,9/16/15 8:01,,9/16/15 8:01,Running Late,Pre-K
2015-2016,1215240,General Ed AM Run,23483,K2057,Other,20176,9/17/15 6:33,9/17/15 6:41,Brooklyn,"BORO TRANSIT, INC.",,0,Yes,No,No,9/17/15 6:41,,9/17/15 6:41,Running Late,School-Age
2015-2016,1215731,Special Ed AM Run,NI-0933,K083,Heavy Traffic,20030,9/18/15 6:49,9/18/15 7:04,Brooklyn,"NEW DAWN TRANSIT, LLC (B2",30 MINS,3,Yes,No,No,9/18/15 7:04,,9/18/15 7:04,Running Late,School-Age
2015-2016,1215733,Special Ed AM Run,857,N721,Flat Tire,75911,9/18/15 6:50,9/18/15 7:04,Nassau County,LOGAN BUS COMPANY INC.,,0,Yes,Yes,No,9/18/15 7:04,,9/18/15 7:04,Breakdown,School-Age
2015-2016,1225999,Pre-K/EI,332,2,Heavy Traffic,C069,10/29/15 7:43,10/29/15 7:44,Bronx,"G.V.C., LTD.",25 MINUTES,4,Yes,Yes,No,10/29/15 7:44,,10/29/15 7:44,Running Late,Pre-K
2015-2016,1227742,Special Ed AM Run,3107,M360,Heavy Traffic,02340,11/6/15 7:05,11/6/15 7:06,Manhattan,"RELIANT TRANS, INC. (B232",,0,No,No,No,11/6/15 7:06,,11/6/15 7:06,Running Late,School-Age
2015-2016,1227743,Special Ed AM Run,NI-2129,K286,Heavy Traffic,32075,11/6/15 7:05,11/6/15 7:06,Brooklyn,"NEW DAWN TRANSIT, LLC (B2",30 MINS,0,Yes,Yes,No,11/6/15 7:06,,11/6/15 7:07,Running Late,School-Age
2015-2016,1227748,Special Ed AM Run,4539,M205,Heavy Traffic,01137,11/6/15 7:07,11/6/15 7:08,Manhattan,"RELIANT TRANS, INC. (B232",,3,Yes,Yes,Yes,11/6/15 7:08,,11/6/15 7:08,Running Late,School-Age
2015-2016,1227749,Special Ed AM Run,5718D,Q634,Heavy Traffic,25450,11/6/15 7:07,11/6/15 7:08,Queens,LITTLE RICHIE BUS SERVICE,30MINS,0,Yes,Yes,No,11/6/15 7:08,,11/6/15 7:08,Running Late,School-Age
2015-2016,1227750,Special Ed AM Run,55124,M165,Mechanical Problem,03087,11/6/15 7:00,11/6/15 7:08,Manhattan,CONSOLIDATED BUS TRANS. I,20 min,0,Yes,Yes,No,11/6/15 7:08,,11/6/15 7:08,Running Late,School-Age
2015-2016,1227753,Special Ed AM Run,12550,P629,Heavy Traffic,24068,11/6/15 6:45,11/6/15 7:10,,ACME BUS CORP. (B2321),15 min,1,Yes,Yes,Yes,11/6/15 7:10,,11/6/15 7:10,Running Late,School-Age
2015-2016,1227754,Special Ed AM Run,NI-0938,K170,Heavy Traffic,18066,11/6/15 7:05,11/6/15 7:10,Brooklyn,"NEW DAWN TRANSIT, LLC (B2",30 MINS,5,Yes,Yes,No,11/6/15 7:10,,11/6/15 7:10,Running Late,School-Age
2015-2016,1227755,Special Ed AM Run,458,Q927,Heavy Traffic,26179,11/6/15 7:09,11/6/15 7:10,Queens,LITTLE RICHIE BUS SERVICE,30MINS,0,Yes,Yes,No,11/6/15 7:10,,11/6/15 7:10,Running Late,School-Age
2015-2016,1227756,Special Ed AM Run,1803,R820,Heavy Traffic,"3,190,531,435",11/6/15 19:08,11/6/15 7:10,Staten Island,B & F SKILLED INC.(B2192),60 mins,1,Yes,Yes,No,11/6/15 7:10,,11/6/15 7:51,Running Late,School-Age
2015-2016,1227757,Special Ed AM Run,12526,P590,Heavy Traffic,28082,11/6/15 7:00,11/6/15 7:10,,ACME BUS CORP. (B2321),15Min,3,Yes,Yes,Yes,11/6/15 7:10,,11/6/15 7:10,Running Late,School-Age
2015-2016,1227758,Special Ed AM Run,NI-4405,K042,Heavy Traffic,22286,11/6/15 7:05,11/6/15 7:11,Brooklyn,"NEW DAWN TRANSIT, LLC (B2",30 MINS,3,Yes,Yes,No,11/6/15 7:11,,11/6/15 7:11,Running Late,School-Age
2017-2018,1422329,Special Ed PM Run,638,L836,Heavy Traffic,"2,141,421,907",3/19/18 14:35,3/19/18 14:36,Brooklyn,HAPPY CHILD TRANS LLC (B2192),16-30 Min,0,Yes,Yes,No,3/19/18 14:36,,1/1/00 0:00,Running Late,School-Age
2017-2018,1422429,Special Ed AM Run,4558,L562,Heavy Traffic,"1,587,920,446,206,850,000,000,000",3/20/18 6:36,3/20/18 6:37,,"RELIANT TRANS, INC. (B2321)",16-30 Min,0,Yes,Yes,Yes,3/20/18 6:37,,1/1/00 0:00,Running Late,School-Age
2017-2018,1422434,Special Ed AM Run,17368,M578,Mechanical Problem,"23,100,248,302,646",3/20/18 6:10,3/20/18 6:39,Manhattan,LEESEL TRANSP CORP (B2192),,0,Yes,Yes,Yes,3/20/18 6:39,,1/1/00 0:00,Breakdown,School-Age
2017-2018,1422714,Pre-K/EI,9310,2,Heavy Traffic,C329,3/20/18 9:01,3/20/18 9:02,Bronx,"G.V.C., LTD.",16-30 Min,9,No,No,No,3/20/18 9:02,,1/1/00 0:00,Running Late,Pre-K
2017-2018,1423303,Pre-K/EI,3061,0406A,Other,C379,3/22/18 6:00,3/22/18 7:53,Brooklyn,L & M BUS CORP.,61-90 Min,0,Yes,Yes,Yes,3/22/18 7:53,,3/22/18 10:36,Running Late,Pre-K
2015-2016,1227765,General Ed AM Run,19226,K2111,Mechanical Problem,21099,11/6/15 7:00,11/6/15 7:13,Brooklyn,SNT BUS INC,20 minutes,0,Yes,No,No,11/6/15 7:13,,11/6/15 7:13,Running Late,School-Age
2015-2016,1227770,Special Ed AM Run,10457,X123,Flat Tire,12129,11/6/15 7:00,11/6/15 7:18,Bronx,"BORO TRANSIT, INC.",40min,0,Yes,Yes,No,11/6/15 7:18,,11/6/15 7:18,Running Late,School-Age
2015-2016,1227771,Special Ed AM Run,NI-2127,K009,Heavy Traffic,13113,11/6/15 7:16,11/6/15 7:18,Brooklyn,"NEW DAWN TRANSIT, LLC (B2",30 MINS,5,Yes,Yes,No,11/6/15 7:18,,11/6/15 7:18,Running Late,School-Age
2015-2016,1227772,Special Ed AM Run,2112,X091,Other,07547,11/6/15 7:13,11/6/15 7:18,Bronx,PIONEER TRANSPORTATION CO,15 minutes,5,Yes,No,No,11/6/15 7:18,,11/6/15 7:18,Running Late,School-Age
2015-2016,1227773,Special Ed AM Run,NI-8218,K082,Accident,17002,11/6/15 7:16,11/6/15 7:19,Brooklyn,"NEW DAWN TRANSIT, LLC (B2",40 MINS,7,Yes,Yes,No,11/6/15 7:19,,11/6/15 7:20,Running Late,School-Age
2015-2016,1227774,Special Ed AM Run,1818,L003,Heavy Traffic,"2,085,820,859",11/6/15 7:19,11/6/15 7:20,Brooklyn,B & F SKILLED INC.(B2192),40mins,2,Yes,Yes,No,11/6/15 7:20,,11/6/15 7:43,Running Late,School-Age
2015-2016,1227775,Special Ed AM Run,6008,X033,Flat Tire,09028,11/6/15 7:19,11/6/15 7:21,Bronx,PIONEER TRANSPORTATION CO,15 mins,5,Yes,No,No,11/6/15 7:21,,11/6/15 7:21,Running Late,School-Age
2015-2016,1227776,Special Ed PM Run,149,K684,Mechanical Problem,13044,11/6/15 7:15,11/6/15 7:21,Brooklyn,Y & M TRANSIT CORP (B2192,,0,Yes,Yes,No,11/6/15 7:21,,11/6/15 7:21,Breakdown,School-Age
2015-2016,1227777,Special Ed AM Run,5509D,Q243,Heavy Traffic,30443,11/6/15 7:12,11/6/15 7:22,Queens,LORINDA ENT. LTD.,30MINS,0,Yes,Yes,No,11/6/15 7:22,,11/6/15 7:22,Running Late,School-Age
2015-2016,1227778,Special Ed AM Run,1832,L031,Heavy Traffic,20865,11/6/15 7:21,11/6/15 7:22,Brooklyn,B & F SKILLED INC.(B2192),20mins,3,Yes,Yes,No,11/6/15 7:22,,11/6/15 7:41,Running Late,School-Age
2015-2016,1227783,Special Ed AM Run,1706,M035,Heavy Traffic,03480,11/6/15 7:23,11/6/15 7:24,Manhattan,PHILLIP BUS CORP (B2192),30min,1,Yes,No,No,11/6/15 7:24,,11/6/15 7:24,Running Late,School-Age
2015-2016,1227784,General Ed AM Run,361,R1246,Heavy Traffic,31036,11/6/15 7:22,11/6/15 7:24,Staten Island,PIONEER TRANSPORTATION CO,15 mins,0,Yes,No,No,11/6/15 7:24,,11/6/15 7:24,Running Late,School-Age
2015-2016,1227785,Special Ed AM Run,10278,X000,Mechanical Problem,10306,11/6/15 7:15,11/6/15 7:25,Bronx,CONSOLIDATED BUS TRANS. I,,0,Yes,Yes,Yes,11/6/15 7:25,,11/6/15 7:25,Breakdown,School-Age
2015-2016,1227786,Special Ed AM Run,8906D,P565,Heavy Traffic,28402,11/6/15 7:24,11/6/15 7:25,Queens,LOGAN BUS COMPANY INC.,30MINS,0,Yes,Yes,No,11/6/15 7:25,,11/6/15 7:25,Running Late,School-Age
2015-2016,1227789,Special Ed AM Run,864D,N615,Heavy Traffic,75777,11/6/15 7:26,11/6/15 7:27,Nassau County,LOGAN BUS COMPANY INC.,30MINS,0,Yes,Yes,No,11/6/15 7:27,,11/6/15 7:27,Running Late,School-Age
2015-2016,1227790,Special Ed AM Run,EL 1015,W672,Heavy Traffic,75841,11/6/15 7:26,11/6/15 7:27,Westchester,ALL COUNTY BUS LLC (B2321,15-Oct,6,Yes,Yes,No,11/6/15 7:27,,11/6/15 8:46,Running Late,School-Age
2015-2016,1227791,Special Ed AM Run,GT1409,Y729,Heavy Traffic,12066,11/6/15 7:13,11/6/15 7:29,Bronx,"DON THOMAS BUSES, INC. (B",30 min,3,Yes,Yes,Yes,11/6/15 7:29,,11/6/15 7:29,Running Late,School-Age
2015-2016,1227792,Special Ed AM Run,VN74646,X392,Heavy Traffic,09070,11/6/15 7:27,11/6/15 7:29,Bronx,VAN TRANS LLC (B2192),30mins,8,Yes,Yes,Yes,11/6/15 7:29,,11/6/15 7:29,Running Late,School-Age
2015-2016,1227801,Pre-K/EI,1015,1B,Heavy Traffic,C073,11/6/15 7:32,11/6/15 7:33,Bronx,"G.V.C., LTD.",30 MINS,2,Yes,Yes,No,11/6/15 7:33,,11/6/15 7:33,Running Late,Pre-K
2015-2016,1227802,Special Ed AM Run,4417D,Q597,Heavy Traffic,30127,11/6/15 7:32,11/6/15 7:33,Queens,LITTLE RICHIE BUS SERVICE,30MINS,0,Yes,Yes,No,11/6/15 7:33,,11/6/15 7:33,Running Late,School-Age
2015-2016,1227803,Special Ed AM Run,VN44112,N831,Heavy Traffic,75907,11/6/15 7:33,11/6/15 7:34,Nassau County,VAN TRANS LLC (B2192),25mins,2,Yes,Yes,Yes,11/6/15 7:34,,11/6/15 7:34,Running Late,School-Age
2015-2016,1215946,Pre-K/EI,GV0117,8,Heavy Traffic,C579,9/18/15 8:22,9/18/15 8:22,Bronx,"G.V.C., LTD.",5MIN,2,Yes,Yes,No,9/18/15 8:22,,9/18/15 8:22,Running Late,Pre-K
2015-2016,1226015,Special Ed AM Run,HA 610,P870,Other,30230,10/29/15 7:48,10/29/15 7:48,Queens,HAPPY CHILD TRANS LLC (B2,45 min.,1,Yes,Yes,No,10/29/15 7:48,,10/29/15 7:48,Running Late,School-Age
2015-2016,1227806,Special Ed AM Run,587D,X677,Other,09063,11/6/15 7:33,11/6/15 7:35,Bronx,LITTLE RICHIE BUS SERVICE,20 mins.,7,Yes,Yes,No,11/6/15 7:35,,11/6/15 8:55,Running Late,School-Age
2015-2016,1227807,General Ed AM Run,632,Q3023,Other,"30085, 30084",11/6/15 7:26,11/6/15 7:36,Queens,PIONEER TRANSPORTATION CO,10 mins,4,Yes,No,No,11/6/15 7:36,,11/6/15 7:36,Running Late,School-Age
2015-2016,1227809,Special Ed AM Run,5811D,P506,Other,24293,11/6/15 7:35,11/6/15 7:36,Queens,LOGAN BUS COMPANY INC.,15-20,7,Yes,Yes,No,11/6/15 7:36,,11/6/15 7:36,Running Late,School-Age
2015-2016,1227810,Special Ed AM Run,1317,P652,Other,24422,11/6/15 7:25,11/6/15 7:37,Manhattan,ACME BUS CORP. (B2321),60Min,2,Yes,Yes,Yes,11/6/15 7:37,,11/6/15 7:37,Running Late,School-Age
2015-2016,1227811,Special Ed AM Run,VN21656,X108,Heavy Traffic,12084,11/6/15 7:38,11/6/15 7:40,Bronx,VAN TRANS LLC (B2192),25mins,9,Yes,Yes,Yes,11/6/15 7:40,,11/6/15 7:40,Running Late,School-Age
2015-2016,1227812,Special Ed AM Run,6264,P667,Mechanical Problem,26806,11/6/15 7:30,11/6/15 7:40,Queens,JOFAZ TRANSPORTATION INC.,,2,Yes,Yes,No,11/6/15 7:40,,11/6/15 7:40,Breakdown,School-Age
2015-2016,1227813,Special Ed AM Run,1328,M906,Heavy Traffic,02124,11/6/15 7:42,11/6/15 7:42,Manhattan,LEESEL TRANSP CORP (B2192,20,3,Yes,Yes,No,11/6/15 7:42,,11/6/15 7:42,Running Late,School-Age
